timestamp, status, response_time, success_count, total_count, failed_count
2025-10-31 12:00:55, CONNECTED, 56.924, 60, 60, 0
2025-10-31 12:01:56, CONNECTED, 55.758, 60, 60, 0
2025-10-31 12:03:00, CONNECTED, 57.531, 60, 60, 0
2025-10-31 12:04:03, CONNECTED, 56.997, 60, 60, 0
2025-10-31 12:05:06, CONNECTED, 55.539, 60, 60, 0
2025-10-31 12:06:08, CONNECTED, 58.007, 60, 60, 0
2025-10-31 12:07:10, CONNECTED, 62.650, 60, 60, 0
2025-10-31 12:08:12, CONNECTED, 59.510, 60, 60, 0
2025-10-31 12:09:16, CONNECTED, 56.168, 60, 60, 0
2025-10-31 12:10:21, CONNECTED, 58.248, 60, 60, 0
2025-10-31 12:11:24, CONNECTED, 55.207, 60, 60, 0
2025-10-31 12:12:28, CONNECTED, 57.595, 60, 60, 0
2025-10-31 12:13:30, CONNECTED, 56.657, 60, 60, 0
2025-10-31 12:14:33, CONNECTED, 64.285, 60, 60, 0
2025-10-31 12:15:38, CONNECTED, 54.764, 60, 60, 0
2025-10-31 12:16:40, CONNECTED, 60.175, 60, 60, 0
